用户名,评论
网友膜术师,有什么好气的锅男们
蓝调咖啡之摩卡,非常生气 女孩遇到这种事情很无助，路人见到这种情况怎么制止 也许没有能力 但是必须站出来 越是冷漠 这种危害就越会发生在自己身上
是明子啊丶,最搞笑的是，这件事本应该指责犯罪者，WB一群没脑子要么就是坏的人一直搞男女对立，坏的人带节奏，蠢的人跟上，当然我很庆幸，B站都是理性的人
尧二宁,所以特别恶劣这种能直接判死刑吗，我觉得十年都轻了
一只条西瓜,大家看看这个【这是大家都期待的结果-哔哩哔哩】 https://b23.tv/g2JOG8B
芒果草莓秋梨膏,还未知全貌不予置评呢，天塌了都不应该这样打人
是湘菜,10年太少了。太使人愤怒
浅子橙,真的很让人生气，更令人难过的是只有女生帮助女生，如果每个男性都能学会尊重他人，知道尊重女性，那么女性被伤害的这类案件就会少很多。一件一件出来的女性被伤害被杀害的案件，全都是那些案件里的男性对女性根本就不尊重，他们不觉得男女平等，他们觉得女性地位低，瞧不起女性，所以他们对自己伤害女性的行为根本就不加管束。女生的力量太微弱了，只有女生帮助女生让我觉得感动也很心疼。[大哭]
尘世世,想了很久，只能说君子不立危墙
就是叫鬼镜啊,说不要扯性别的，我思考了一下，换一下性别首先我觉得打不过[思考]
炼乳o不ok,那个女孩子才刚刚高考完啊，这么美好的年纪，它们怎么下的去手[生气][生气][生气]
bili_35038036391,[辣眼睛]有些评论你都不知道他是拱火的还是真的愤怒到失智
穆短短,我和我同学骂了一个多小时，真的很过分，我个人共情能力比较强，我真的感受到了恐惧，尤其是那个凳子，我当时血都觉得凉了
-小紫米,我会挺身而出，哪怕被打得要死，但我想尊重自己勇敢的心。以死明世，女孩拥有勇敢的心和独立的人格。
大理不是匪,...带节奏啊
啊树里,群起挑衅犯罪，一群流氓，团伙作案称霸，大多数人却是冷漠旁观，没有帮助团结的意识。
大胖子也怂怂,不好意思打扰罗老师了，这里也发发其他up主的发声https://b23.tv/mo212oc我们也需要看到一些girl help girl的力量❤️
见証,本来准备发个朋友圈为受害者发声，但看了朋友圈，以为人是我打的[保卫萝卜_哭哭]
大牙化三铁,可是大家都在搞男女对立啊
蓝桥梅西,几年不见罗翔这么火了。。。
gddjch,连一个完美符合受害者形象的女生在b站都会被说“我觉得挨打的女生也不是什么善茬”，可以想象这个社会上到底有多少败类了
夏_蝉鸣,罗老师，揭阳普宁17岁女子残杀四岁男童案也说一说呗
吃个零檬,我想问一开始男的是徒手殴打，但后面女的拿酒瓶回击属于持械，是否构成防卫过当或者互殴
夏斯格刃,她即我，我即她。因为我是女的，所以倒在血泊里的可能是我
Shooox,这次两性对立挺厉害的[吃瓜]
我叫郝努力,虽然我也很气，但我觉得肯定有什么人在推波助澜，借题发挥
追风的学霸,北京打工girls kill 打工girls的事件也讲一讲
朴奕升,犯罪不重要，重要的是谁能懂他们。
_小琛哥,做好人没前途。
诗酒青梅年华,老师，我看了这个视频，我得判几年？
70后失业者,打输进医院，打赢进监狱。。。。
SaulTarvitz,BV1k94y117eW
道友的世界,"自古以来，弱肉强食，本来就是生存法则。自然规律。道家从来不刻意让人为善。无为，无欲。
    人的，所作所为，其结果，都是欲望所导致的。人在地球上的诞生，才有公平公正这种说法。这本来就是，违反自然规律的。弱肉强食才是自然法则。人类为了延续下去，才制定规矩。规矩的诞生，人就变得不老实。
      人类知识越多，人就越来越不好管理。最好的方法是，什么都不要做，什么都不要去学习。人人笨，社会自然和谐。
       人的终点是死亡，也是诞生。宇宙最终也是毁灭，然后重组。人类活着的目的是享受过程。其它都不重要。
           为恶是享受，普普通通也是享受。
想一想，为什么人类进入不到四维空间？
    规矩知识越多，人类灭亡愉快！
    规矩就是反自然规律的一种行为。
   无为，无欲，无我。才能进入四维空间！[呲牙]"
大王专属,你说的也太好了，单位一句没有听懂你在说什么
橘子爱喝橘子汁,所以，张雨绮为什么要说我们男的
苟剩K,我又不是圣人，我没有那么高的思想觉悟，[doge]
love_ai凌,希望不再是girls help girls 而是people help girls
LLM大法,不是地域黑，我觉得好多北方的那边的大哥是真的不理性，当然北方的妹子也是比较彪悍。[辣眼睛]
SunMoon杰,作为一个男生听了我感到生气，但为什么有的女生听了就感觉女性的地位低，在那喊要女quan女性地位低等等，唉。
-风笛姐姐的裙底,今天在电视里看到这个新闻真气坏了，欺软怕硬的玩意 那几个男的里番看多了吗？摸一个女的人家不反抗就跟你回家，反抗就逼她不反抗？没见过学散打的是吧，来，往这摸[呲牙]
Luke想要好身体,罗老师，辛苦了，被要求到B战带舆论风向很累吧
Bystanber,"放一个""理中客""杀戮机器在这里.jpg"
很小的西瓜,那说句得罪的话，如果被打的罗老师的女儿，那罗老师是报警后上去护住女儿让四个暴徒对自己拳打脚踢到110赶到呢？还是去和发酒疯的暴徒搏斗呢？还是报完警后待在旁边看自己女儿被打，盘算着等事后该用哪几条刑法来重判暴徒呢？
乱入第五区,怎么不敢说120捏
纯情的野王八,罗翔老师要不要聊一聊网络上的男女对立
䉾鶩,不知道罗翔老师对于邯郸多女打一男学生但没什么热度有什么看法
小明厨房挑战,【这是一个求助视频！！！！！！！-哔哩哔哩】 https://b23.tv/KMM6G9q
天慈云,我是幸运的她，她是不幸的我
FyT4nx,大家觉得 对不对 拿啤酒瓶砸人的后脑勺危不危险 [给心心]
就不吃早饭_,这件事曝出以后，有些人的关注重心放在了不敢出手的围观男性身上…[思考]
胖灰是宇宙无敌小可爱,为什么总有人要挑起性别对立，还要指责罗老师只为这一件事发声。
yukoの,今天b站一个唐山的热搜都没有[微笑]
发糕NB,这是站队了？
speakin_,https://b23.tv/BV1RS4y1i7X4
善于造新词,这是互殴事件吧。
丝彖曰,为啥要代入？[吃瓜]
bili_56035115326,被打死我都会上，居然没有一个男人会上
喂门开了,不能把妥协当成理所应该。
高兴帝-,说好的迅心字师是发率界的池如呢
是善良的老王啊,如果这个女的不跟他纠缠呢？能否很大程度上后面的事情的发生。
六阶魔方,本案中动手的多名男子毫无疑问冲破了传统思想的束缚，真正践行了男女平等的观念，没有歧视女性的地位，而把他们看做是旗鼓相当，需要全力以赴的对手。
卖鱼强的jo太郎,终于等到你，罗老师
桃李醴酪,麻烦大家看看动态置顶，多谢各位
悲伤薄荷鸡蛋汤,其实我觉得地方警察应该多一点碰到这种情况应该怎么最大限度的保护自己的教育。看视频的时候我发现这些女的有很多机会逃跑或躲起来报警的。别被打了就傻站在原地。
音吉义质,怯于私斗，勇于公战[脱单doge]
空舟任自横,我们好像最好的选择就是见义智为[大哭]
账号已注销,面对这种黑社会性质的人，快速离开并且迅速报警叫急救，是最好的选择。我是真的不敢冲上去拉架。
门徒宿通5等1,"BV1sM4y1A7y2
性别一换，评论过万"
红尘太平人,【唐山烧烤店打人事件9名嫌犯全部归案-哔哩哔哩】 https://b23.tv/EJxMlIP
买可可的,都限流了
Charles_Oliveira,https://m.bilibili.com/video/BV1z4411o7oD?spm_id_from=333.337.search-card.all.click&vd_source=cc566db912c324cf004a02d323213dad
多吃饭总是没错的,气死了
干它一大碗饭,这个视频千万播放量。。。。
永雏向日葵,你也有点越来越hape了
ReadThink,有什么愤怒的？？？这种打人的事天天发生，换成女的就愤怒了？
方侃hen-tai,还记得有人半夜在寝室被醉酒人拉出去殴打，最后又是怎么样的呢？[tv_白眼]
摆烂man_official,BV1T94y127kr 😇
Diom丶阿川,我想感觉被人点下赞是什么样的感觉
平原桴客,听说你在货拉拉案和阿里案装死？
この野郎我不吃草莓啊,怎么这件事就和性别无关呢[微笑][微笑][微笑]
Anna盈,说了一堆废话。。。
豫男,【邯郸多名女生群殴一男生被立案侦查！-哔哩哔哩】 https://b23.tv/n8Zt9FJ
Puppy丶Cqupt,好多发“girl helps girl ” 是不是有些搞性别对比的味道？
呆萌小黄蜂,监控视角拍下暴力行为看着我好气啊
俏妞_xxapple,https://b23.tv/BV1T94y127kr 昨天的
枫雨淋淋丶,弹幕怎么都少这么多，tnnd[无语]
把勇气拿出来给我冲锋,"]条评论专做用于增加热度。前面一句话请转换为：愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者的说话。能做事的做事，能发声的发声。有一分热，发一分光，就令萤火一般；也可以在黑暗里发一点光，不必等候炬火。
----鲁迅"
青年风,什么？我20多个币居然b站不让投
她的烁,此评论只为该事件增加热度
Sword0815,七点二万评论
我莫得感情哈,此评论仅为维持热度
我欲修仙--法力无边,我是上不了的，上去就是送人头，只能偷偷报个警了
wanjiay,此条评论仅为增加热度
幽言殇语,此评论仅为维持热度，保护实名举报人员。
汪源中路封颗烟,此评论仅为维持热度，保护实名举报人员。
千之帝国色鬼提督,此评论仅为维持热度，保护实名举报人员。
一行字符,我建议你们看的时候不要开弹幕，开了的话满屏都是字，影响观感
余温igg,两天成为罗老师最高播放的视频
西域囚牛,看这播放量和评论数，罗老师这恐怖的影响力[笑哭]
空之荆棘,老师在前面问是否属于正当防卫，大家都说是。可在视频最后老师问你是否可以挺身而出，弹幕全是谢谢老师。我觉得大部分弹幕发言者完全没有理解到老师想表达的意思。
星云seun,b站真的发言正常好多（感动）
是你的魚y,还是这里的评论好看  大家生气但不失理智  微博评论让人越看越上火   只要你说个不一样的就给你扣个帽子
改了个名字不知叫啥了,nb，一天就上千万播放
杀手不忒冷え,永远可以相信b站，抖音全是地域黑的
是慕容月白哦,很恐怖，他们这几个，打人训练有素，一看就是黑社会拉帮结派，店家首先就支持施暴者，那个桌子只要坐人就会被打吧，而且已经调查出来都有案底，其中有一个人还是畏罪潜逃的。我看了看评论，惊了，没有看到受害者心理生理状态如何，也没有看到反对黑恶势力。反而是在挑起男女对立，无论是男或女，我真想问问，你们的父亲是不是男性，你们的母亲是不是女性。[笑]
眸里清澄丷,这个播放量才是b站最高人气up主应该有的[doge]
木花木叔,弹幕都在叫 为什么不好好听听罗老师的话呢[辣眼睛]
爱则为之计深远,本期视频，有望超过2000万播放量了吧，希望更多的人看到，更多的人知道，更多的人觉醒，
不死身的男人,“这不是男人或者女人的危机，这是所有正常人共同的危机。所有正常人，不论男女，都必须应该站出来抵抗这种恶霸，防止这种事情继续蔓延，而不是袖手旁观，觉得这件事跟自己的性别无关，觉得自己的年龄，颜值，所在城市，存款阶级能确保自己不卷入这种疯狂的暴行。”——唐山打事件匿名评论
